Libéllé Département;Nom Famille;Code Produit;Code Coloris;Nom Produit;E-COMMERCE AXE 1;E-COMMERCE AXE 2;E-COMMERCE AXE 3;E-COMMERCE AXE 4;Marque;Theme;Libellé Court
HOMME;CHEMISE MC LOISIRS ;73128006;41;CRX FLEURI;Coupe regular;Col souple;Manches courtes;Popeline à carreaux;AT COMPANY;PINK;FLEURI
HOMME;CHEMISE MC LOISIRS ;73128015;62;FACONNEE;Coupe regular;Col souple;Manches courtes;Tissu façonné à rayures;AT COMPANY;CANYON;Chemise FACONNEE
HOMME;CHEMISE MC LOISIRS ;73128019;44;CRX DEEP;Coupe regular;Col souple;Manches courtes;Popeline à carreaux;AT COMPANY;LAGOON;Chemise DEEP
HOMME;CHEMISE MC VILLE UNIE         ;73134004;01;OXFORD CI;Coupe confort;Col italien;Manches courtes;Tissu faux-uni;EXECUTIVE;;CHEMISE OXFORD
HOMME;CHEMISE MC VILLE UNIE         ;73135007;52;CRX SCHOOL;Coupe regular;Col italien;Manches courtes;Motif carreaux ;PER L UOMO;;CHEMISE SCHOOL
HOMME;CHEMISE MC VILLE UNIE         ;73135008;02;RAY YES CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE YES
HOMME;CHEMISE MC VILLE UNIE         ;73135008;54;RAY YES CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE YES
HOMME;CHEMISE MC VILLE UNIE         ;73135010;45;TWIST CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE TWIST
HOMME;CHEMISE MC VILLE UNIE         ;73135013;80;OXFORD;Coupe regular;Col pointes boutonnées;Manches courtes;Tissu faux-uni;PER L UOMO;;CHEMISE FILAFIL
HOMME;CRAVATE ;73215034;41;PLUME ;Largeur 7.5 cm;;Motif fleurs-feuilles;;PER L UOMO;;CRAVATE-PLUME 
HOMME;CRAVATE ;73216003;41;6CM SATIN;largeur 6cm;;Tissu uni;;STUDIO;;CRAVATE SATIN
HOMME;ECHARPE                       ;73318006;20;CH TRICOOL;Echarpe fine;;Motif rayé;;AT COMPANY;;CHECHE TRICOOL
HOMME;ECHARPE                       ;73318008;44;CH ITALIESOFT;Echarpe fine;;Motif rayé;;AT COMPANY;;CHECHE ITALIESOFT
HOMME;PULLS  UNIS;74018014;25;X TUN STD;Col tunisien;Sans fermeture;Tissu uni;;AT COMPANY;STEPPE;Pull manches longues col tunisien
HOMME;PULLS  UNIS;74018019;26;X MOCK KAKI STONE ;Col montant;Fermeture zip;Tissu uni;;AT COMPANY;CANYON;Pull manches longues col montant
HOMME;PULLS FANTAISIE;74038006;13;X TUN CT NATURE;Col tunisien;Fermeture bouton;Motif rayé;;AT COMPANY;SKIPPER;Pull manches longues col tunisien
HOMME;POLO MC                       ;74057001;11;XP PK CHINE;Manches courtes;Col polo;Fermeture boutonnée;Motif uni;AT JEANS;;Polo PK CHINE
HOMME;POLO MC                       ;74058005;44;XP DELY;Manches courtes;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;LAGOON;
HOMME;POLO MC                       ;74058015;47;XP DRAPI;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;LAGOON;Polo DRAPI
HOMME;POLO MC                       ;74058018;26;XP CUTY Canyon;Manches courtes;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;CANYON;POLO CANYON
HOMME;POLO MC                       ;74058019;03;XP COAST;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;STEPPE;POLO COAST
HOMME;POLO MC                       ;74058026;64;XP RUGBY;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;PINK;POLO RUGBY
HOMME;POLO MC                       ;74058028;01;XP BROD;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;LAGOON;POLO BROD
HOMME;T SHIRT MC                    ;74070003;36;XB V VERTI;Manches courtes;Col V;Tissu uni;;BIO ATTITUDE;ATTITUDE;Tee Shirt Col V - VERTI
HOMME;T SHIRT MC                    ;74070004;50;XB TUN VERTI;Manches courtes;Col tunisien;Tissu uni;;BIO ATTITUDE;;Tee shirt Col Tunisien - B TUN VERTI
HOMME;T SHIRT MC                    ;74078003;41;XTS CHICKS;Manches courtes;Col tunisien;Tissu uni;;AT COMPANY;PINK;TEE SHIRT CHICKS
HOMME;PYJAMAS;74151016;11;PYC ESPION;Pyjama court;;;;HOMEWEAR;;PYJAMA COURT-ESPION 
HOMME;CALECON                       ;74411001;40;UK FLAG;;;impressions multiples;;HOMEWEAR;;BOXER UK FLAG
HOMME;CALECON                       ;74411011;47;CLE NUAGE;;;dessin humoristique;;HOMEWEAR;;BOXER CLE NUAGE
HOMME;CALECON                       ;74411023;47;WORLD;;;impressions multiples;;HOMEWEAR;;BOXER WORLD
HOMME;CALECON                       ;74419005;83;COTON FUN ;;;basic;;AT HOMME;;BOXER-COTON FUN 
HOMME;CEINTURE CLASSIQUE            ;74435001;10;BCL SILVERMA;Boucle;Largeur 30 mms;Largeur 30mm;;PER L UOMO;;CEINTURE BOUCLE SILVERMAT
HOMME;CEINTURE SPORT                ;74458001;20;OA PASSANT;Boucle;;Largeur 35mm;;AT COMPANY;;OA PASSANTceinture passant métal oeillet
HOMME;PANT SEP EXE;71054002;04;WILLS A PIT;Forme Poches italiennes;Coupe ajustée;Tissu uni;;EXECUTIVE;;PANTALON WILLS 
HOMME;SEPARABLE VESTE      ;71075014;12;ROSSO A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;VESTE ROSSO
HOMME;GILET VILLE                   ;71454003;26;WALLY GLT;Coupe confort;Fermeture 5 boutons;Poches passepoilées en biais;Tissu uni;EXECUTIVE;;GILET  WALLY
HOMME;GILET VILLE                   ;71455002;11;ROMEO GILET;Coupe confort;Fermeture 5 boutons;Poches passepoilées en biais;Tissu uni;PER L UOMO;;GILET ROMEO
HOMME;PANTALON  MODE ;72076012;10;5P LADER ;Forme 5 poches;Coupe ajustée;Tissu rayé;;STUDIO;;PANTALON-5P LADER 
HOMME;PANTALON LOISIRS              ;72118003;26;C RIB;Forme Chino (Slack);Coupe casual;Tissu façonné;;AT COMPANY;STEPPE;PANTALON-C RIB
HOMME;CHEMISE ML VILLE    ;73035006;01;MINIFACON CI;Coupe regular;Col italien;Manches longues;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE MINIFACON
HOMME;CHEMISE ML VILLE    ;73035008;40;E NAOMIE;Coupe ajustée;Col italien;Manches longues;Tissu uni;PER L UOMO;;CHEMISE NAOMIE
HOMME;CHEMISE MC MODE               ;73116005;52;PRESSE;Coupe ajustée;Col fantaisie;Manches courtes;Tissu uni;STUDIO;;CHEMISE PRESSE
HOMME;CHEMISE MC VILLE UNIE         ;73135010;44;TWIST CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE TWIST
HOMME;CRAVATE ;73215019;40;FLEUR;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE FLEUR
HOMME;CRAVATE ;73216002;10;6 END;largeur 6cm;;Motif rayé;;STUDIO;;CRAVATE 6END
HOMME;PULLS  UNIS;74018001;10;X V VICTOR;Col V;Sans fermeture;Tissu uni;;AT COMPANY;;PULL VICTOR
HOMME;PULLS  UNIS;74018001;26;X V VICTOR;Col V;Sans fermeture;Tissu uni;;AT COMPANY;;PULL VICTOR
HOMME;PULLS FANTAISIE;74032001;50;X B TUN RAY;Col tunisien;Fermeture bouton;Motif rayé;;ATTITUDE;;Pull manches longues col tunisien
HOMME;POLO MC                       ;74058022;44;XP CUTY;Manches courtes;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;LAGOON;POLO BREAK
HOMME;POLOS SWEATS ML;74198011;26;X CAM CANYON;Manches longues;Col montant;Fermeture boutonnée;Badgé;AT COMPANY;CANYON;POLO CANYON
HOMME;CHAUSSETTES UNIES             ;74209001;70;FUN FDE;Chaussettes;;;;AT HOMME;;CHAUSSETTES-FUN FDE 
HOMME;CEINTURE SPORT                ;74458004;26;SPULP;Boucle;;;;AT COMPANY;;SPULP-sangle bico empiècement cuir 
HOMME;VESTE SEP MODE;71216006;40;BLUPESSI S 2BTS;Coupe très ajustée;Poches rabat;Parmenture piano;Doubl. int. jacquard fantaisie;STUDIO;;Veste BLUPESSI
HOMME;VESTE SEULE;71236001;41;CONTY S 2BTS;Coupe très ajustée;Fermeture 2 boutons;Poches rabat;Col cranté;STUDIO;;VESTE CONTY
HOMME;CHEMISE ML LOISIRS ;73102003;01;ALADIN;Coupe regular;Col tunisien;Manches longues retroussables;Tissu façonné uni;ATTITUDE;;CHEMISE ALADIN
HOMME;CHEMISE MC MODE               ;73116003;13;LAGO;Coupe ajustée;Col fantaisie;Manches longues;Tissu uni;STUDIO;;CHEMISE LAGO
HOMME;CHEMISE MC MODE               ;73116006;13;LOLA;Coupe ajustée;Col fantaisie;Manches courtes;Tissu uni;STUDIO;;CHEMISE LOLA
HOMME;T SHIRT MC                    ;74072002;01;XTS JACK;Manches courtes;Col tunisien;Tissu uni;;ATTITUDE;ATTITUDE;TEE SHIRT JACK
HOMME;PYJAMAS;74151010;10;TSR PAPA GENIAL ;Tee-shirt humoristique;;;;HOMEWEAR;;T SHIRT HUMORISTIQUE- PAPA GENIAL 
HOMME;CHAUSSETTES FANTAISIE         ;74315003;10;X3 CITY;Chaussettes;;motif géométrique;;PER L UOMO;;CHAUSSETTES  CITY
HOMME;CRAVATE ;73215004;20;KAF;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE KAF
HOMME;ACCESSOIRE                    ;73409003;10;BICO;Chapeau;;;;AT HOMME;;CHAPEAU-BICO
HOMME;PULLS  UNIS;74018010;03;X TUN RIZ;Col tunisien;Fermeture bouton;Tissu uni;;AT COMPANY;CANYON;Pull manches longues avec col tunisien
HOMME;CRAVATE ;73215008;65;LAYE;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE LAYE
HOMME;CRAVATE ;73219002;65;6CM SATIN;largeur 6cm;;Tissu uni;;AT HOMME;;CRAVATE 6CM SATIN
HOMME;CRAVATE ;73219009;41;6 FATHER ;largeur 6cm;;;;AT HOMME;;CRAVATE-6FATHER 
HOMME;ACCESSOIRE                    ;73405003;10;NOIRPA;Chapeau;;;;PER L UOMO;;CHAPEAU-NOIRPA
HOMME;ACCESSOIRE AUTRE              ;74651003;47;C CALIN;Chaussons;;;;HOMEWEAR;;CHAUSSONS-CALIN 
HOMME;CRAVATE ;73215022;52;PROGRES;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE PROGRES
HOMME;CRAVATE ;73215025;65;FINEST;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE FINEST
HOMME;CRAVATE ;73216001;42;6VERTICALE;largeur 6cm;;motif géométrique;;STUDIO;;CRAVATE 6CM VERTICAL
HOMME;CRAVATE ;73219002;26;6CM SATIN;largeur 6cm;;Tissu uni;;AT HOMME;;CRAVATE 6CM SATIN
HOMME;NOEUD PAPILLON                ;73306002;10;NOEUD PAP;;;;;STUDIO;;NOEUD PAPILLON
HOMME;ECHARPE                       ;73318005;80;CH RAYURES;Echarpe fine;;Motif rayé;;AT COMPANY;;CHECHE RAYURES
HOMME;CRAVATE ;73215035;51;RING ;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CARAVATE-RING 
HOMME;CRAVATE ;73216001;52;6VERTICALE;largeur 6cm;;motif géométrique;;STUDIO;;CRAVATE 6CM VERTICAL
HOMME;CRAVATE ;73216003;11;6CM SATIN;largeur 6cm;;Tissu uni;;STUDIO;;CRAVATE SATIN
HOMME;ECHARPE                       ;73318002;40;CH SKIPPER;Echarpe fine;;Motif rayé;;AT COMPANY;;CHECHE SKIPPER
HOMME;ECHARPE                       ;73319001;80;DECOUV ;Echarpe fine;;;;AT HOMME;;CHECHE-DECOUV 
HOMME;ACCESSOIRE AUTRE              ;74651001;60;TAB GRAND CHEF ;Tablier;;;;HOMEWEAR;;TABLIER-GRAND CHEF 
HOMME;VESTE SEP EXE;71014007;20;MOKY A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture piano;Doublure intérieure changeante;EXECUTIVE;;Veste MOKY
HOMME;PANT SEP EXE;71054005;12;GARY C PIT;Forme Poches italiennes;Coupe confort;Tissu uni;Doublure intérieure unie;EXECUTIVE;;PANTALON GARY
HOMME;SEPARABLE VESTE      ;71075002;41;FINO A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;VESTE FINO
HOMME;SEPARABLE VESTE      ;71075006;11;TARNEW A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;VESTE TARNEW
HOMME;SEPARABLE VESTE      ;71075013;41;MATEO C 2 BTS;Coupe confort 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;Veste MATEO
HOMME;SEPARABLE VESTE      ;71075020;26;BIS BERRY A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;VESTE BIS BERRY
HOMME;SEPARABLE PANTALON;71095011;10;GUIDO A PIT;Forme Poches italiennes;Coupe ajustée;Tissu rayé;;PER L UOMO;;Pantalon GUIDO
HOMME;SEPARABLE PANTALON;71095013;41;MATEO C PIT;Forme Poches italiennes;Coupe confort;Tissu rayé;;PER L UOMO;;Pantalon MATEO
HOMME;SEPARABLE PANTALON;71095016;41;MARCO A PIT;Forme Poches italiennes;Coupe ajustée;Tissu Faux-Uni;;PER L UOMO;;VESTE MARCO
HOMME;PANTALON CLASSIQUE            ;72035001;12;PIT PL/WO/EA;Forme Poches italiennes;Coupe confort;Tissu Twill;;PER L UOMO;;PANTALON-PIT PL/WO/EA
HOMME;PANTALON  MODE ;72076001;11;5P PL/CO;Forme 5 poches;Coupe ajustée;Tissu Twill;;STUDIO;;PANTALON-5P PL/CO
HOMME;PANTALON  MODE ;72076001;12;5P PL/CO;Forme 5 poches;Coupe ajustée;Tissu Twill;;STUDIO;;PANTALON-5P PL/CO
HOMME;PANTALON LOISIRS              ;72118001;13;B REP;Forme battle multipoches;Coupe casual;Tissu façonné;;AT COMPANY;LAGOON;PANTALON-B REP
HOMME;5 POCHES;72136003;11;5P BLIZY;Forme 5 poches;Coupe ajustée;Tissu Twill;;STUDIO;;PANTALON-5P BLIZY
HOMME;JEANS DENIM ;72157013;13;D34 GRIS;Coupe straight;Délavage : Used;Fermeture zippée;;AT JEANS;;JEANS-D34 GRIS 
HOMME;BERMUDA                       ;72318010;13;BM PATCHBROD;Mi-genou;Tissu uni;;;AT COMPANY;;BERMUDA PATCHBROD
HOMME;BLOUSONS;72408011;24;BL LUCKY;Double fermeture;Toile;Col capuche;"Bas droit; poignets droits";AT COMPANY;STEPPE;
HOMME;CHEMISE ML VILLE    ;73034005;23;S SHINE CF;Coupe ajustée;Col français;Manches longues;Tissu armuré uni effet rayures;EXECUTIVE;;CHEMISE SHINE
HOMME;CHEMISE ML VILLE    ;73035002;11;DIAGO CI;Coupe regular;Col italien;Manches longues;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE DIAGO
HOMME;CHEMISE ML VILLE    ;73035002;50;DIAGO CI;Coupe regular;Col italien;Manches longues;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE DIAGO
HOMME;CHEMISE ML VILLE    ;73035003;65;RAY FRESH;Coupe regular;Col français;Manches longues;Motif rayures;PER L UOMO;;CHEMISE FRESH
HOMME;CHEMISE ML VILLE    ;73035007;65;TWIST CI;Coupe regular;Col italien;Manches longues;Tissu uni;PER L UOMO;;CHEMISE TWIST
HOMME;CHEMISE ML VILLE    ;73035010;52;CRX MICRO CI;Coupe regular;Col italien;Manches longues;Motif carreaux ;PER L UOMO;;CHEMISE MICRO
HOMME;CHEMISE ML LOISIRS ;73107002;45;FIL A FIL ;Coupe ajustée;Col souple;Manches longues retroussables;Popeline à carreaux;AT JEANS;;Chemise FIL A FIL
HOMME;CHEMISE MC MODE               ;73116001;01;RAY PATCH;Coupe ajustée;Col fantaisie;Manches courtes;Motif rayures;STUDIO;;CHEMISE PATCH
HOMME;CHEMISE MC LOISIRS ;73120001;01;B SOLI;Coupe regular;Col souple;Manches courtes;Tissu façonné uni;BIO ATTITUDE;;CHEMISE B SOLI
HOMME;CHEMISE MC LOISIRS ;73122004;01;LINO MC;Coupe regular;Col pointes boutonnées;Manches courtes;Tissu façonné uni;ATTITUDE;;Chemise LINO MC
HOMME;CHEMISE MC LOISIRS ;73128022;44;RAY BORA ;Coupe regular;Col souple;Manches courtes;Tissu façonné à rayures;AT COMPANY;LAGOON;Chemise BORA
HOMME;CHEMISE MC VILLE UNIE         ;73135010;52;TWIST CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE TWIST
HOMME;CHEMISE MC VILLE UNIE         ;73135011;52;MINIFACON CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE MINIFACON
HOMME;CHEMISE MC VILLE UNIE         ;73135014;33;FILAFIL;Coupe regular;Col italien;Manches courtes;Tissu faux-uni;PER L UOMO;;CHEMISE FILAFIL
HOMME;ACCESSOIRE                    ;73409001;10;C BOMB ;Chapeau;;;;AT HOMME;;CASQUETTE-BOMB 
HOMME;PULLS  UNIS;74018013;41;X POLO CT MC;Col polo;Fermeture bouton;Tissu uni;;AT COMPANY;SKIPPER;Pull manches courtes avec col chemise
HOMME;PULLS  UNIS;74018017;13;X POLO CT ARMY;Col polo;Fermeture bouton;Tissu uni;;AT COMPANY;SKIPPER;Pull manches longues avec col chemise
HOMME;PULLS  UNIS;74018018;03;X CHALE NAVIG;Col châle;Fermeture bouton;Tissu uni;;AT COMPANY;STEPPE;Pull manches longues avec col chale
HOMME;POLO MC                       ;74058006;32;XP PK GEO UNI;Manches courtes;Col polo;Fermeture boutonnée;Motif uni;AT COMPANY;CANYON;Polo GEO UNI
HOMME;POLO MC                       ;74058030;83;XP BASY NEW;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;CANYON;POLO BASY NEW
HOMME;T SHIRT MC                    ;74078013;41;XTS V VERTI;Manches courtes;Col V;Tissu uni;;AT COMPANY;PINK;TEE SHIRT VERTI
HOMME;T SHIRT MC                    ;74078015;01;XTS 2V MANY;Manches courtes;Double col;Motifs imprimés;;AT COMPANY;WHITE;TEE SHIRT MAN
HOMME;GILETS;74137002;13;CARD LOOPY;;Fermeture bouton;;;AT JEANS;;Cardigan manches longues avec boutons
HOMME;POLOS SWEATS ML;74198001;11;X CAM FUNY;Manches longues;Col montant;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;SKIPPER;CAM FUNY
HOMME;CALECON                       ;74411004;10;CHAMPION QCM;;;dessin humoristique;;HOMEWEAR;;BOXER CHAMPION QCM
HOMME;CALECON                       ;74411012;10;BUT;;;dessin humoristique;;HOMEWEAR;;BOXER BUT
HOMME;CALECON                       ;74416002;01;COTON;;;basic;;STUDIO;;BOXER COTON
HOMME;CEINTURE CLASSIQUE            ;74435002;10;P35 LAGUN;plaque;Largeur 35 mms;Largeur 35mm;;PER L UOMO;;CEINTURE PLAQUE  LAGUN
HOMME;CEINTURE CLASSIQUE            ;74435002;20;P35 LAGUN;plaque;Largeur 35 mms;Largeur 35mm;;PER L UOMO;;CEINTURE PLAQUE  LAGUN
HOMME;VESTE SEP EXE;71014001;12;WADDY C 2BTS;Coupe confort 2 boutons;Poches rabat;Parmenture piano;Doubl. int. jacquard fantaisie;EXECUTIVE;;Veste WADDY
HOMME;SEPARABLE PANTALON;71095017;26;THEO C PIT;Forme Poches italiennes;Coupe confort;Tissu Faux-Uni;;PER L UOMO;;PANTALON THEO
HOMME;5 POCHES;72136001;10;5P SWEET;Forme 5 poches;Coupe ajustée;Tissu Faux-Uni;;STUDIO;;PANTALON-5P SWEET
HOMME;5 POCHES;72136002;12;5P SWAG;Forme 5 poches;Coupe ajustée;Tissu Twill;;STUDIO;;PANTALON-5P SWAG
HOMME;JEANS DENIM ;72157015;10;D34 RISY*;Coupe straight;Délavage : brut;Fermeture zippée;Longueur 34;AT JEANS;;JEANS-D34 RIZY 
HOMME;JEANS DENIM ;72157024;11;D34 SQUARE ;"Coupe droite ""regular""";Délavage : brut;Fermeture zippée;Longueur 34;AT JEANS;;JEANS-D34 SQUARE 
HOMME;BERMUDA                       ;72317002;40;PC FONCE;Mi-genou;Tissu uni;;;AT JEANS;;BERMUDA PC FONCE
HOMME;BERMUDA                       ;72318008;10;BM RIBSTOP + BELT;Mi-genou;Tissu uni;;;AT COMPANY;;BERMUDA RIBSTOP
HOMME;PARKA ;72416001;10;PK STUDIO;Double fermeture;Tissu façonné;Col droit simple;;STUDIO;;PARKA STUDIO
HOMME;CHEMISE ML VILLE    ;73034008;52;SOFT CI;Coupe confort;Col italien;Manches longues;Tissu faux-uni;EXECUTIVE;;CHEMISE SOFT
HOMME;CHEMISE ML VILLE    ;73035004;45;E SPORTY  PB;Coupe ajustée;Col pointes boutonnées;Manches longues;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE SPORTY 
HOMME;CHEMISE MC MODE               ;73116002;01;GEOMETRIC;Coupe ajustée;Col fantaisie;Manches courtes;Motif rayures;STUDIO;;CHEMISE GEOMETRIC
HOMME;CHEMISE MC MODE               ;73116006;42;LOLA;Coupe ajustée;Col fantaisie;Manches courtes;Tissu uni;STUDIO;;CHEMISE LOLA
HOMME;CHEMISE MC LOISIRS ;73120002;52;B CRX VIOLETTE;Coupe regular;Col pointes boutonnées;Manches courtes;Popeline à carreaux;BIO ATTITUDE;;VIOLETTE
HOMME;CHEMISE MC LOISIRS ;73122006;23;RAY NATURAL;Coupe regular;Col tunisien;Manches courtes;Tissu façonné à rayures;ATTITUDE;;Chemise RAY NATURAL
HOMME;CHEMISE MC LOISIRS ;73127001;01;CRX FLOCK;Coupe ajustée;Col souple;Manches courtes;Popeline à carreaux;AT JEANS;;FLOCK
HOMME;CHEMISE MC VILLE UNIE         ;73135010;65;TWIST CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE TWIST
HOMME;PULLS  UNIS;74018014;44;X TUN STD;Col tunisien;Sans fermeture;Tissu uni;;AT COMPANY;LAGOON;Pull manches longues col tunisien
HOMME;PULLS  UNIS;74019001;41;V SUED;Col V;Sans fermeture;Tissu uni;;AT HOMME;;Pull manches longues col V et suedine
HOMME;PULLS FANTAISIE;74038003;32;X V GREEN;Col V;Sans fermeture;Motif rayé;;AT COMPANY;STEPPE;Pull manches longues rayé col en V 
HOMME;POLO MC                       ;74057007;60;XP QUADRO;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT JEANS;;POLO QUADRY
HOMME;T SHIRT MC                    ;74078010;65;XTS DECOUPE;Manches courtes;Col tunisien;Motif rayé;;AT COMPANY;PINK;TEE SHIRT DECOUPE
HOMME;GILETS SPORT;74117001;11;VESTE SHALL;;Fermeture pression;;;AT JEANS;;VESTE SHALL
HOMME;PYJAMAS;74151002;10;TS BG;Tee-shirt humoristique;;;;HOMEWEAR;;T SHIRT BEAU GOSSE
HOMME;CHAUSSETTES UNIES             ;74205004;20;X3 MIX;Chaussettes;;;;PER L UOMO;;CHAUSSETTES MIX
HOMME;CALECON                       ;74411009;01;AO KARO;;impressions multiples;impressions multiples;;HOMEWEAR;;BOXER KARO
HOMME;CEINTURE CLASSIQUE            ;74436001;10;BCL PBLACK;Boucle;Largeur 30 mms;Largeur 30mm;;STUDIO;;CEINTURE BOUCLE PBLACK
HOMME;VESTE SEP EXE;71014003;26;WALLY A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture piano;Doubl. int. jacquard fantaisie;EXECUTIVE;;Veste WALLY
HOMME;VESTE SEULE;71235002;23;MINI POLY C 2 BTS;Coupe confort;Fermeture 2 boutons;Poches rabat;Col cranté;PER L UOMO;;veste MINIPOLY
HOMME;CHEMISE ML VILLE    ;73035006;45;MINIFACON CI;Coupe regular;Col italien;Manches longues;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE MINIFACON
HOMME;CHEMISE MC VILLE UNIE         ;73135001;83;DIAGO CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE DIAGO
HOMME;CRAVATE ;73215027;20;RAFIA;Largeur 7.5 cm;;Tissu Faux-Uni;;PER L UOMO;;CRAVATE RAFIA
HOMME;CRAVATE ;73216003;10;6CM SATIN;largeur 6cm;;Tissu uni;;STUDIO;;CRAVATE SATIN
HOMME;CRAVATE ;73216004;10;4CM SATIN;largeur 4cm;;Tissu uni;;STUDIO;;CRAVATE-4cm satin
HOMME;ECHARPE                       ;73318001;41;CH CATH CHE;Echarpe fine;;Tissu uni;;AT COMPANY;;cheche CATH CHE
HOMME;PULLS  UNIS;74017002;03;TUN LAND;Col tunisien;Fermeture bouton;Tissu uni;;AT JEANS;;Pull manches longues col tunisien
HOMME;POLO MC                       ;74058016;47;XP MILY;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;LAGOON;POLO MILY
HOMME;T SHIRT MC                    ;74070004;03;XB TUN VERTI;Manches courtes;Col tunisien;Tissu uni;;BIO ATTITUDE;;Tee shirt Col Tunisien - B TUN VERTI
HOMME;T SHIRT ML ;74097001;41;TUN TORN;Manches longues;Col capuche;Motif rayé;;AT JEANS;;Tee shirt manches longues TUN TORN
HOMME;CHAUSSETTES UNIES             ;74205007;10;X3 MERCERISE ;Chaussettes;;;;PER L UOMO;;CHAUSSETTES-MERCERISE
HOMME;CHAUSSETTES FANTAISIE         ;74315018;04;X3 BLE ;Chaussettes;;motif géométrique;;PER L UOMO;;CHAUSSETTES-X3 BLE 
HOMME;CALECON                       ;74411022;10;AO BIRDY;;;impressions multiples;;HOMEWEAR;;BOXER ALL OVER BIRDY
HOMME;CALECON                       ;74411026;01;PAPA QCM ;;;spécial fête des pères;;HOMEWEAR;;BOXER-PAPA QCM 
HOMME;CEINTURE SPORT                ;74459005;01;CRACRY;;;;;AT HOMME;;CEINTURE-CRACRY
HOMME;CHEMISE MC VILLE UNIE         ;73135014;23;FILAFIL;Coupe regular;Col italien;Manches courtes;Tissu faux-uni;PER L UOMO;;CHEMISE FILAFIL
HOMME;ECHARPE                       ;73318003;47;CH THICALIE;Echarpe fine;;Motif rayé;;AT COMPANY;ATLANTIS;CHECHE THICALIE
HOMME;JEANS DENIM ;72157022;10;D34 SMILE ;Coupe slim;Résiné;Fermeture zippée;Longueur 34;AT JEANS;;JEANS-D34 SMILE 
HOMME;CRAVATE ;73215012;41;KATE;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE KATE
HOMME;PULLS  UNIS;74012003;12;X TUN RIZ;Col tunisien;Fermeture bouton;Tissu uni;;ATTITUDE;;Pull manches longues avec col tunisien 
HOMME;T SHIRT ML ;74098005;44;XTS CHANY YD;Manches longues;Col tunisien double col;Motif rayé et imprimé;;AT COMPANY;LAGOON;POLO ARMY
HOMME;CHAUSSETTES FANTAISIE         ;74319001;11;X3 CLAVIER;Chaussettes;;motif géométrique;;AT HOMME;;CHAUSSETTES CLAVIER
HOMME;CALECON                       ;74411015;10;COUP DE FOUDRE;;;spécial st-valentin;;HOMEWEAR;;BOXER COUP DE FOUDRE
HOMME;ACCESSOIRE AUTRE              ;74651007;01;TOK CHEF ;Toque;;;;HOMEWEAR;;TOQUE-CHEF 
